,Position,Track Name,Artist,Streams,date,region,spotify_id
3552,13.0,No Limit,G-Eazy,5597102.0,2017-11-03--2017-11-10,us,2Xqd0wUttjueBfdcltADOv
3553,14.0,Wolves,Selena Gomez,5571219.0,2017-11-03--2017-11-10,us,7EmGUiUaOSGDnUUQUDrOXC
3554,15.0,Bodak Yellow,Cardi B,5505005.0,2017-11-03--2017-11-10,us,2771LMNxwf62FTAdpJMQfM
3555,16.0,XO Tour Llif3,Lil Uzi Vert,5503022.0,2017-11-03--2017-11-10,us,7GX5flRQZVHRAGd6B4TmDO
3556,17.0,I Get the Bag (feat. Migos),Gucci Mane,5165125.0,2017-11-03--2017-11-10,us,1XRgIKC5TPwo7nWGyKqgG0
3557,18.0,Plain Jane,A$AP Ferg,5136705.0,2017-11-03--2017-11-10,us,4dVpf9jZjcORqGTLUaeYj9
3558,19.0,Let You Down,NF,5112123.0,2017-11-03--2017-11-10,us,6mrKP2jyIQmM0rw6fQryjr
3559,20.0,New Rules,Dua Lipa,4888191.0,2017-11-03--2017-11-10,us,2ekn2ttSfGqwhhate0LSR0
3560,21.0,Congratulations,Post Malone,4831799.0,2017-11-03--2017-11-10,us,3a1lNhkSLSkpJE4MSHpDu9
3561,22.0,Sorry Not Sorry,Demi Lovato,4779454.0,2017-11-03--2017-11-10,us,3m660poUr1chesgkkjQM7P
3562,23.0,Perfect,Ed Sheeran,4776109.0,2017-11-03--2017-11-10,us,0tgVpDi06FyKpA1z0VMD4v
3563,24.0,Silence,Marshmello,4742766.0,2017-11-03--2017-11-10,us,7vGuf3Y35N4wmASOKLUVVU
3564,25.0,Candy Paint,Post Malone,4579008.0,2017-11-03--2017-11-10,us,42CeaId2XNlxugDvyqHfDf
3565,26.0,Call It What You Want,Taylor Swift,4416506.0,2017-11-03--2017-11-10,us,0tDfp0vFR95Gg6Mrhza3lX
3566,27.0,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,4396053.0,2017-11-03--2017-11-10,us,2eAZfqOm4EnOF9VvN50Tyc
3567,28.0,Bad At Love,Halsey,4312258.0,2017-11-03--2017-11-10,us,7y9iMe8SOB6z3NoHE2OfXl
3568,29.0,Feel It Still,Portugal. The Man,4261794.0,2017-11-03--2017-11-10,us,6QgjcU0zLnzq5OrUoSZ3OK
3569,30.0,HUMBLE.,Kendrick Lamar,4251881.0,2017-11-03--2017-11-10,us,7KXjTSCq5nL1LoYtL7XAwS
3570,1.0,rockstar,Post Malone,14517200.0,2017-11-10--2017-11-17,us,7wGoVu4Dady5GV0Sv4UIsx
3571,2.0,Gucci Gang,Lil Pump,10321915.0,2017-11-10--2017-11-17,us,43ZyHQITOjhciSUUNPVRHc
3572,3.0,I Fall Apart,Post Malone,7815246.0,2017-11-10--2017-11-17,us,75ZvA4QfFiZvzhj2xkaWAh
3573,4.0,Havana,Camila Cabello,7794699.0,2017-11-10--2017-11-17,us,0ofbQMrRDsUaVKq2mGLEAb
3574,5.0,Too Good At Goodbyes,Sam Smith,7264572.0,2017-11-10--2017-11-17,us,1mXVgsBdtIVeCLJnSnmtdV
3575,6.0,1-800-273-8255,Logic,6320060.0,2017-11-10--2017-11-17,us,5tz69p7tJuGPeMGwNTxYuV
3576,7.0,No Limit,G-Eazy,6298905.0,2017-11-10--2017-11-17,us,2Xqd0wUttjueBfdcltADOv
3577,8.0,Bank Account,21 Savage,6207131.0,2017-11-10--2017-11-17,us,2fQrGHiQOvpL9UgPvtYy6G
3578,9.0,Plain Jane,A$AP Ferg,6002335.0,2017-11-10--2017-11-17,us,4dVpf9jZjcORqGTLUaeYj9
3579,10.0,Ric Flair Drip (& Metro Boomin),Offset,6001050.0,2017-11-10--2017-11-17,us,7sO5G9EABYOXQKNPNiE9NR
3580,11.0,Walk On Water (feat. Beyoncé),Eminem,5796653.0,2017-11-10--2017-11-17,us,5b2QnYcT9rQIkhRWt4HztQ
3581,12.0,What Lovers Do (feat. SZA),Maroon 5,5589167.0,2017-11-10--2017-11-17,us,3hBBKuWJfxlIlnd9QFoC8k
3582,13.0,XO Tour Llif3,Lil Uzi Vert,5442939.0,2017-11-10--2017-11-17,us,7GX5flRQZVHRAGd6B4TmDO
3583,14.0,Young Dumb & Broke,Khalid,5435113.0,2017-11-10--2017-11-17,us,5Z3GHaZ6ec9bsiI5BenrbY
3584,15.0,MotorSport,Migos,5399537.0,2017-11-10--2017-11-17,us,1YZfcVLbbJwfizR5cDOp3q
3585,16.0,Let You Down,NF,5262087.0,2017-11-10--2017-11-17,us,6mrKP2jyIQmM0rw6fQryjr
3586,17.0,Bodak Yellow,Cardi B,5192031.0,2017-11-10--2017-11-17,us,2771LMNxwf62FTAdpJMQfM
3587,18.0,Perfect,Ed Sheeran,5144708.0,2017-11-10--2017-11-17,us,0tgVpDi06FyKpA1z0VMD4v
3588,19.0,I Get the Bag (feat. Migos),Gucci Mane,5036054.0,2017-11-10--2017-11-17,us,1XRgIKC5TPwo7nWGyKqgG0
3589,20.0,Candy Paint,Post Malone,5027799.0,2017-11-10--2017-11-17,us,42CeaId2XNlxugDvyqHfDf
3590,21.0,Wolves,Selena Gomez,4954378.0,2017-11-10--2017-11-17,us,7EmGUiUaOSGDnUUQUDrOXC
3591,22.0,New Rules,Dua Lipa,4737651.0,2017-11-10--2017-11-17,us,2ekn2ttSfGqwhhate0LSR0
3592,23.0,Ghostface Killers,21 Savage,4724710.0,2017-11-10--2017-11-17,us,5u6vkDnOyaf8LsteDAj2ub
3593,24.0,Congratulations,Post Malone,4706294.0,2017-11-10--2017-11-17,us,3a1lNhkSLSkpJE4MSHpDu9
3594,25.0,Silence,Marshmello,4543318.0,2017-11-10--2017-11-17,us,7vGuf3Y35N4wmASOKLUVVU
3595,26.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4173573.0,2017-11-10--2017-11-17,us,7iDa6hUg2VgEL1o1HjmfBn
3596,27.0,Bad At Love,Halsey,4155207.0,2017-11-10--2017-11-17,us,7y9iMe8SOB6z3NoHE2OfXl
3597,28.0,HUMBLE.,Kendrick Lamar,4147743.0,2017-11-10--2017-11-17,us,7KXjTSCq5nL1LoYtL7XAwS
3598,29.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4096021.0,2017-11-10--2017-11-17,us,5AEtlRudpgdT5FtNiuly6Y
3599,30.0,Unforgettable,French Montana,4020124.0,2017-11-10--2017-11-17,us,3B54sVLJ402zGa6Xm4YGNe
3600,1.0,rockstar,Post Malone,14319785.0,2017-11-17--2017-11-24,us,7wGoVu4Dady5GV0Sv4UIsx
3601,2.0,Gucci Gang,Lil Pump,10128276.0,2017-11-17--2017-11-24,us,43ZyHQITOjhciSUUNPVRHc
3602,3.0,I Fall Apart,Post Malone,7633134.0,2017-11-17--2017-11-24,us,75ZvA4QfFiZvzhj2xkaWAh
3603,4.0,Havana,Camila Cabello,6743611.0,2017-11-17--2017-11-24,us,0ofbQMrRDsUaVKq2mGLEAb
3604,5.0,No Limit,G-Eazy,6592238.0,2017-11-17--2017-11-24,us,2Xqd0wUttjueBfdcltADOv
3605,6.0,Bank Account,21 Savage,6343725.0,2017-11-17--2017-11-24,us,2fQrGHiQOvpL9UgPvtYy6G
3606,7.0,Too Good At Goodbyes,Sam Smith,6277980.0,2017-11-17--2017-11-24,us,1mXVgsBdtIVeCLJnSnmtdV
3607,8.0,Ric Flair Drip (& Metro Boomin),Offset,6146139.0,2017-11-17--2017-11-24,us,7sO5G9EABYOXQKNPNiE9NR
3608,9.0,Plain Jane,A$AP Ferg,6105720.0,2017-11-17--2017-11-24,us,4dVpf9jZjcORqGTLUaeYj9
3609,10.0,Candy Paint,Post Malone,6055899.0,2017-11-17--2017-11-24,us,42CeaId2XNlxugDvyqHfDf
3610,11.0,1-800-273-8255,Logic,5955285.0,2017-11-17--2017-11-24,us,5tz69p7tJuGPeMGwNTxYuV
3611,12.0,Wolves,Selena Gomez,5513372.0,2017-11-17--2017-11-24,us,7EmGUiUaOSGDnUUQUDrOXC
3612,13.0,XO Tour Llif3,Lil Uzi Vert,5413872.0,2017-11-17--2017-11-24,us,7GX5flRQZVHRAGd6B4TmDO
3613,14.0,MotorSport,Migos,5366998.0,2017-11-17--2017-11-24,us,1YZfcVLbbJwfizR5cDOp3q
3614,15.0,Young Dumb & Broke,Khalid,5343003.0,2017-11-17--2017-11-24,us,5Z3GHaZ6ec9bsiI5BenrbY
3615,16.0,Perfect,Ed Sheeran,5286723.0,2017-11-17--2017-11-24,us,0tgVpDi06FyKpA1z0VMD4v
3616,17.0,What Lovers Do (feat. SZA),Maroon 5,5185653.0,2017-11-17--2017-11-24,us,3hBBKuWJfxlIlnd9QFoC8k
3617,18.0,Bodak Yellow,Cardi B,5074715.0,2017-11-17--2017-11-24,us,2771LMNxwf62FTAdpJMQfM
3618,19.0,Let You Down,NF,5031194.0,2017-11-17--2017-11-24,us,6mrKP2jyIQmM0rw6fQryjr
3619,20.0,Congratulations,Post Malone,4784927.0,2017-11-17--2017-11-24,us,3a1lNhkSLSkpJE4MSHpDu9
3620,21.0,I Get the Bag (feat. Migos),Gucci Mane,4783776.0,2017-11-17--2017-11-24,us,1XRgIKC5TPwo7nWGyKqgG0
3621,22.0,New Rules,Dua Lipa,4634645.0,2017-11-17--2017-11-24,us,2ekn2ttSfGqwhhate0LSR0
3622,23.0,Silence,Marshmello,4348222.0,2017-11-17--2017-11-24,us,7vGuf3Y35N4wmASOKLUVVU
3623,24.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4336848.0,2017-11-17--2017-11-24,us,7iDa6hUg2VgEL1o1HjmfBn
3624,25.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4176062.0,2017-11-17--2017-11-24,us,5AEtlRudpgdT5FtNiuly6Y
3625,26.0,Bad At Love,Halsey,4159579.0,2017-11-17--2017-11-24,us,7y9iMe8SOB6z3NoHE2OfXl
3626,27.0,HUMBLE.,Kendrick Lamar,4147507.0,2017-11-17--2017-11-24,us,7KXjTSCq5nL1LoYtL7XAwS
3627,28.0,Ghostface Killers,21 Savage,4147465.0,2017-11-17--2017-11-24,us,5u6vkDnOyaf8LsteDAj2ub
3628,29.0,Unforgettable,French Montana,3951631.0,2017-11-17--2017-11-24,us,3B54sVLJ402zGa6Xm4YGNe
3629,30.0,Sorry Not Sorry,Demi Lovato,3907665.0,2017-11-17--2017-11-24,us,3m660poUr1chesgkkjQM7P
3630,1.0,rockstar,Post Malone,12722566.0,2017-11-24--2017-12-01,us,7wGoVu4Dady5GV0Sv4UIsx
3631,2.0,Gucci Gang,Lil Pump,8786208.0,2017-11-24--2017-12-01,us,43ZyHQITOjhciSUUNPVRHc
3632,3.0,I Fall Apart,Post Malone,7141154.0,2017-11-24--2017-12-01,us,75ZvA4QfFiZvzhj2xkaWAh
3633,4.0,Havana,Camila Cabello,6175956.0,2017-11-24--2017-12-01,us,0ofbQMrRDsUaVKq2mGLEAb
3634,5.0,Candy Paint,Post Malone,6172064.0,2017-11-24--2017-12-01,us,42CeaId2XNlxugDvyqHfDf
3635,6.0,Ric Flair Drip (& Metro Boomin),Offset,6129485.0,2017-11-24--2017-12-01,us,7sO5G9EABYOXQKNPNiE9NR
3636,7.0,No Limit,G-Eazy,5982425.0,2017-11-24--2017-12-01,us,2Xqd0wUttjueBfdcltADOv
3637,8.0,Plain Jane,A$AP Ferg,5963090.0,2017-11-24--2017-12-01,us,4dVpf9jZjcORqGTLUaeYj9
3638,9.0,Bank Account,21 Savage,5845017.0,2017-11-24--2017-12-01,us,2fQrGHiQOvpL9UgPvtYy6G
3639,10.0,Too Good At Goodbyes,Sam Smith,5619244.0,2017-11-24--2017-12-01,us,1mXVgsBdtIVeCLJnSnmtdV
3640,11.0,Wolves,Selena Gomez,5211212.0,2017-11-24--2017-12-01,us,7EmGUiUaOSGDnUUQUDrOXC
3641,12.0,MotorSport,Migos,5131897.0,2017-11-24--2017-12-01,us,1YZfcVLbbJwfizR5cDOp3q
3642,13.0,Perfect,Ed Sheeran,5057808.0,2017-11-24--2017-12-01,us,0tgVpDi06FyKpA1z0VMD4v
3643,14.0,XO Tour Llif3,Lil Uzi Vert,4923983.0,2017-11-24--2017-12-01,us,7GX5flRQZVHRAGd6B4TmDO
3644,15.0,1-800-273-8255,Logic,4863270.0,2017-11-24--2017-12-01,us,5tz69p7tJuGPeMGwNTxYuV
3645,16.0,Young Dumb & Broke,Khalid,4862860.0,2017-11-24--2017-12-01,us,5Z3GHaZ6ec9bsiI5BenrbY
3646,17.0,Let You Down,NF,4854094.0,2017-11-24--2017-12-01,us,6mrKP2jyIQmM0rw6fQryjr
3647,18.0,I Get the Bag (feat. Migos),Gucci Mane,4715808.0,2017-11-24--2017-12-01,us,1XRgIKC5TPwo7nWGyKqgG0
3648,19.0,All I Want for Christmas Is You,Mariah Carey,4531340.0,2017-11-24--2017-12-01,us,0bYg9bo50gSsH3LtXe2SQn
3649,20.0,What Lovers Do (feat. SZA),Maroon 5,4519168.0,2017-11-24--2017-12-01,us,3hBBKuWJfxlIlnd9QFoC8k
3650,21.0,Congratulations,Post Malone,4419783.0,2017-11-24--2017-12-01,us,3a1lNhkSLSkpJE4MSHpDu9
3651,22.0,New Rules,Dua Lipa,4321759.0,2017-11-24--2017-12-01,us,2ekn2ttSfGqwhhate0LSR0
3652,23.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4135890.0,2017-11-24--2017-12-01,us,7iDa6hUg2VgEL1o1HjmfBn
3653,24.0,Silence,Marshmello,4089164.0,2017-11-24--2017-12-01,us,7vGuf3Y35N4wmASOKLUVVU
3654,25.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4015430.0,2017-11-24--2017-12-01,us,5AEtlRudpgdT5FtNiuly6Y
3655,26.0,Bodak Yellow,Cardi B,3985938.0,2017-11-24--2017-12-01,us,2771LMNxwf62FTAdpJMQfM
3656,27.0,PICK IT UP (feat. A$AP Rocky),Famous Dex,3979714.0,2017-11-24--2017-12-01,us,3ncgNpxLoBQ65ABk4djDyd
3657,28.0,Betrayed,Lil Xan,3959804.0,2017-11-24--2017-12-01,us,6NWl2m8asvH83xjuXVNsuG
3658,29.0,Ghostface Killers,21 Savage,3873297.0,2017-11-24--2017-12-01,us,5u6vkDnOyaf8LsteDAj2ub
3659,30.0,Bad At Love,Halsey,3854693.0,2017-11-24--2017-12-01,us,7y9iMe8SOB6z3NoHE2OfXl
3660,1.0,rockstar,Post Malone,12623579.0,2017-12-01--2017-12-08,us,7wGoVu4Dady5GV0Sv4UIsx
3661,2.0,Gucci Gang,Lil Pump,8681449.0,2017-12-01--2017-12-08,us,43ZyHQITOjhciSUUNPVRHc
3662,3.0,I Fall Apart,Post Malone,7334983.0,2017-12-01--2017-12-08,us,75ZvA4QfFiZvzhj2xkaWAh
3663,4.0,Candy Paint,Post Malone,6958753.0,2017-12-01--2017-12-08,us,42CeaId2XNlxugDvyqHfDf
3664,5.0,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,6885683.0,2017-12-01--2017-12-08,us,1bhUWB0zJMIKr9yVPrkEuI
3665,6.0,Ric Flair Drip (& Metro Boomin),Offset,6704101.0,2017-12-01--2017-12-08,us,7sO5G9EABYOXQKNPNiE9NR
3666,7.0,No Limit,G-Eazy,6209107.0,2017-12-01--2017-12-08,us,2Xqd0wUttjueBfdcltADOv
3667,8.0,Havana,Camila Cabello,6066445.0,2017-12-01--2017-12-08,us,0ofbQMrRDsUaVKq2mGLEAb
3668,9.0,All I Want for Christmas Is You,Mariah Carey,5984865.0,2017-12-01--2017-12-08,us,0bYg9bo50gSsH3LtXe2SQn
3669,10.0,Him & I,G-Eazy,5909702.0,2017-12-01--2017-12-08,us,3YU6vJbjYUG0tiJyXf9x5V
3670,11.0,Plain Jane,A$AP Ferg,5786787.0,2017-12-01--2017-12-08,us,4dVpf9jZjcORqGTLUaeYj9
3671,12.0,Bank Account,21 Savage,5763001.0,2017-12-01--2017-12-08,us,2fQrGHiQOvpL9UgPvtYy6G
3672,13.0,Too Good At Goodbyes,Sam Smith,5745437.0,2017-12-01--2017-12-08,us,1mXVgsBdtIVeCLJnSnmtdV
3673,14.0,Let You Down,NF,5384553.0,2017-12-01--2017-12-08,us,6mrKP2jyIQmM0rw6fQryjr
3674,15.0,Wolves,Selena Gomez,5345455.0,2017-12-01--2017-12-08,us,7EmGUiUaOSGDnUUQUDrOXC
3675,16.0,XO Tour Llif3,Lil Uzi Vert,5240052.0,2017-12-01--2017-12-08,us,7GX5flRQZVHRAGd6B4TmDO
3676,17.0,PICK IT UP (feat. A$AP Rocky),Famous Dex,5081987.0,2017-12-01--2017-12-08,us,3ncgNpxLoBQ65ABk4djDyd
3677,18.0,Young Dumb & Broke,Khalid,5006784.0,2017-12-01--2017-12-08,us,5Z3GHaZ6ec9bsiI5BenrbY
3678,19.0,1-800-273-8255,Logic,4935241.0,2017-12-01--2017-12-08,us,5tz69p7tJuGPeMGwNTxYuV
3679,20.0,Perfect,Ed Sheeran,4909610.0,2017-12-01--2017-12-08,us,0tgVpDi06FyKpA1z0VMD4v
3680,21.0,I Get the Bag (feat. Migos),Gucci Mane,4738800.0,2017-12-01--2017-12-08,us,1XRgIKC5TPwo7nWGyKqgG0
3681,22.0,MotorSport,Migos,4721271.0,2017-12-01--2017-12-08,us,1YZfcVLbbJwfizR5cDOp3q
3682,23.0,Congratulations,Post Malone,4634063.0,2017-12-01--2017-12-08,us,3a1lNhkSLSkpJE4MSHpDu9
3683,24.0,What Lovers Do (feat. SZA),Maroon 5,4502480.0,2017-12-01--2017-12-08,us,3hBBKuWJfxlIlnd9QFoC8k
3684,25.0,Betrayed,Lil Xan,4492879.0,2017-12-01--2017-12-08,us,6NWl2m8asvH83xjuXVNsuG
3685,26.0,New Rules,Dua Lipa,4474952.0,2017-12-01--2017-12-08,us,2ekn2ttSfGqwhhate0LSR0
3686,27.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4334154.0,2017-12-01--2017-12-08,us,7iDa6hUg2VgEL1o1HjmfBn
3687,28.0,Silence,Marshmello,4221559.0,2017-12-01--2017-12-08,us,7vGuf3Y35N4wmASOKLUVVU
3688,29.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4203112.0,2017-12-01--2017-12-08,us,5AEtlRudpgdT5FtNiuly6Y
3689,30.0,HUMBLE.,Kendrick Lamar,4062855.0,2017-12-01--2017-12-08,us,7KXjTSCq5nL1LoYtL7XAwS
3690,1.0,rockstar,Post Malone,11780830.0,2017-12-08--2017-12-15,us,7wGoVu4Dady5GV0Sv4UIsx
3691,2.0,Gucci Gang,Lil Pump,7675062.0,2017-12-08--2017-12-15,us,43ZyHQITOjhciSUUNPVRHc
3692,3.0,I Fall Apart,Post Malone,6929918.0,2017-12-08--2017-12-15,us,75ZvA4QfFiZvzhj2xkaWAh
3693,4.0,Ric Flair Drip (& Metro Boomin),Offset,6517305.0,2017-12-08--2017-12-15,us,7sO5G9EABYOXQKNPNiE9NR
3694,5.0,All I Want for Christmas Is You,Mariah Carey,6487178.0,2017-12-08--2017-12-15,us,0bYg9bo50gSsH3LtXe2SQn
3695,6.0,Candy Paint,Post Malone,6324550.0,2017-12-08--2017-12-15,us,42CeaId2XNlxugDvyqHfDf
3696,7.0,No Limit,G-Eazy,6048045.0,2017-12-08--2017-12-15,us,2Xqd0wUttjueBfdcltADOv
3697,8.0,Him & I,G-Eazy,5768550.0,2017-12-08--2017-12-15,us,3YU6vJbjYUG0tiJyXf9x5V
3698,9.0,Havana,Camila Cabello,5734332.0,2017-12-08--2017-12-15,us,0ofbQMrRDsUaVKq2mGLEAb
3699,10.0,Too Good At Goodbyes,Sam Smith,5422626.0,2017-12-08--2017-12-15,us,1mXVgsBdtIVeCLJnSnmtdV
3700,11.0,Let You Down,NF,5325337.0,2017-12-08--2017-12-15,us,6mrKP2jyIQmM0rw6fQryjr
3701,12.0,XO Tour Llif3,Lil Uzi Vert,5275038.0,2017-12-08--2017-12-15,us,7GX5flRQZVHRAGd6B4TmDO
3702,13.0,Bank Account,21 Savage,5262314.0,2017-12-08--2017-12-15,us,2fQrGHiQOvpL9UgPvtYy6G
3703,14.0,Plain Jane,A$AP Ferg,5047011.0,2017-12-08--2017-12-15,us,4dVpf9jZjcORqGTLUaeYj9
3704,15.0,Wolves,Selena Gomez,4896792.0,2017-12-08--2017-12-15,us,7EmGUiUaOSGDnUUQUDrOXC
3705,16.0,MotorSport,Migos,4874323.0,2017-12-08--2017-12-15,us,1YZfcVLbbJwfizR5cDOp3q
3706,17.0,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4834275.0,2017-12-08--2017-12-15,us,1bhUWB0zJMIKr9yVPrkEuI
3707,18.0,PICK IT UP (feat. A$AP Rocky),Famous Dex,4800762.0,2017-12-08--2017-12-15,us,3ncgNpxLoBQ65ABk4djDyd
3708,19.0,1-800-273-8255,Logic,4784328.0,2017-12-08--2017-12-15,us,5tz69p7tJuGPeMGwNTxYuV
3709,20.0,Congratulations,Post Malone,4617229.0,2017-12-08--2017-12-15,us,3a1lNhkSLSkpJE4MSHpDu9
3710,21.0,Perfect,Ed Sheeran,4523970.0,2017-12-08--2017-12-15,us,0tgVpDi06FyKpA1z0VMD4v
3711,22.0,Go Legend (& Metro Boomin),Big Sean,4522767.0,2017-12-08--2017-12-15,us,3wAI7MIQtTgwcRmwchPZBc
3712,23.0,HUMBLE.,Kendrick Lamar,4491737.0,2017-12-08--2017-12-15,us,7KXjTSCq5nL1LoYtL7XAwS
3713,24.0,Young Dumb & Broke,Khalid,4397009.0,2017-12-08--2017-12-15,us,5Z3GHaZ6ec9bsiI5BenrbY
3714,25.0,New Rules,Dua Lipa,4217557.0,2017-12-08--2017-12-15,us,2ekn2ttSfGqwhhate0LSR0
3715,26.0,Betrayed,Lil Xan,4186769.0,2017-12-08--2017-12-15,us,6NWl2m8asvH83xjuXVNsuG
3716,27.0,What Lovers Do (feat. SZA),Maroon 5,4073452.0,2017-12-08--2017-12-15,us,3hBBKuWJfxlIlnd9QFoC8k
3717,28.0,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4063291.0,2017-12-08--2017-12-15,us,7iDa6hUg2VgEL1o1HjmfBn
3718,29.0,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,4015986.0,2017-12-08--2017-12-15,us,3T7dNA7O8c3Axj5WyDNcH3
3719,30.0,Silence,Marshmello,4010867.0,2017-12-08--2017-12-15,us,7vGuf3Y35N4wmASOKLUVVU
3720,1.0,rockstar,Post Malone,11187425.0,2017-12-15--2017-12-22,us,7wGoVu4Dady5GV0Sv4UIsx
3721,2.0,River (feat. Ed Sheeran),Eminem,7327656.0,2017-12-15--2017-12-22,us,5UEnHoDYpsxlfzWLZIc7LD
3722,3.0,Gucci Gang,Lil Pump,7273843.0,2017-12-15--2017-12-22,us,43ZyHQITOjhciSUUNPVRHc
3723,4.0,No Limit,G-Eazy,7126193.0,2017-12-15--2017-12-22,us,2DQ1ITjI0YoLFzuADN1ZBW
3724,5.0,Him & I (with Halsey),G-Eazy,7032070.0,2017-12-15--2017-12-22,us,5k38wzpLb15YgncyWdTZE4
3725,6.0,I Fall Apart,Post Malone,6924789.0,2017-12-15--2017-12-22,us,75ZvA4QfFiZvzhj2xkaWAh
3726,7.0,Ric Flair Drip (& Metro Boomin),Offset,6705486.0,2017-12-15--2017-12-22,us,7sO5G9EABYOXQKNPNiE9NR
3727,8.0,All I Want for Christmas Is You,Mariah Carey,6516590.0,2017-12-15--2017-12-22,us,0bYg9bo50gSsH3LtXe2SQn
3728,9.0,Candy Paint,Post Malone,6164677.0,2017-12-15--2017-12-22,us,42CeaId2XNlxugDvyqHfDf
3729,10.0,Havana,Camila Cabello,5535037.0,2017-12-15--2017-12-22,us,0ofbQMrRDsUaVKq2mGLEAb
3730,11.0,Let You Down,NF,5148494.0,2017-12-15--2017-12-22,us,6mrKP2jyIQmM0rw6fQryjr
3731,12.0,XO Tour Llif3,Lil Uzi Vert,5135583.0,2017-12-15--2017-12-22,us,7GX5flRQZVHRAGd6B4TmDO
3732,13.0,Bank Account,21 Savage,5063402.0,2017-12-15--2017-12-22,us,2fQrGHiQOvpL9UgPvtYy6G
3733,14.0,Too Good At Goodbyes,Sam Smith,5052251.0,2017-12-15--2017-12-22,us,1mXVgsBdtIVeCLJnSnmtdV
3734,15.0,PICK IT UP (feat. A$AP Rocky),Famous Dex,4899540.0,2017-12-15--2017-12-22,us,3ncgNpxLoBQ65ABk4djDyd
3735,16.0,Wolves,Selena Gomez,4560050.0,2017-12-15--2017-12-22,us,7EmGUiUaOSGDnUUQUDrOXC
3736,17.0,MotorSport,Migos,4552119.0,2017-12-15--2017-12-22,us,1YZfcVLbbJwfizR5cDOp3q
3737,18.0,Plain Jane,A$AP Ferg,4546721.0,2017-12-15--2017-12-22,us,4dVpf9jZjcORqGTLUaeYj9
3738,19.0,Perfect,Ed Sheeran,4534896.0,2017-12-15--2017-12-22,us,0tgVpDi06FyKpA1z0VMD4v
3739,20.0,Congratulations,Post Malone,4533500.0,2017-12-15--2017-12-22,us,3a1lNhkSLSkpJE4MSHpDu9
3740,21.0,1-800-273-8255,Logic,4440014.0,2017-12-15--2017-12-22,us,5tz69p7tJuGPeMGwNTxYuV
3741,22.0,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,4238088.0,2017-12-15--2017-12-22,us,3T7dNA7O8c3Axj5WyDNcH3
3742,23.0,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4232993.0,2017-12-15--2017-12-22,us,4DTpngLjoHj5gFxEZFeD3J
3743,24.0,HUMBLE.,Kendrick Lamar,4192253.0,2017-12-15--2017-12-22,us,7KXjTSCq5nL1LoYtL7XAwS
3744,25.0,Young Dumb & Broke,Khalid,4119663.0,2017-12-15--2017-12-22,us,5Z3GHaZ6ec9bsiI5BenrbY
3745,26.0,New Rules,Dua Lipa,4095838.0,2017-12-15--2017-12-22,us,2ekn2ttSfGqwhhate0LSR0
3746,27.0,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4079827.0,2017-12-15--2017-12-22,us,1bhUWB0zJMIKr9yVPrkEuI
3747,28.0,Wanted You (feat. Lil Uzi Vert),NAV,4062825.0,2017-12-15--2017-12-22,us,790MhTXPFrYkrqCKvpg4t1
3748,29.0,Sky Walker (feat. Travis Scott),Miguel,3964962.0,2017-12-15--2017-12-22,us,5WoaF1B5XIEnWfmb5NZikf
3749,30.0,I Get the Bag (feat. Migos),Gucci Mane,3951936.0,2017-12-15--2017-12-22,us,1XRgIKC5TPwo7nWGyKqgG0
3750,1.0,rockstar,Post Malone,10001761.0,2017-12-22--2017-12-29,us,7wGoVu4Dady5GV0Sv4UIsx
3751,2.0,All I Want for Christmas Is You,Mariah Carey,6960656.0,2017-12-22--2017-12-29,us,0bYg9bo50gSsH3LtXe2SQn
3752,3.0,Gucci Gang,Lil Pump,6394378.0,2017-12-22--2017-12-29,us,43ZyHQITOjhciSUUNPVRHc
3753,4.0,I Fall Apart,Post Malone,6198073.0,2017-12-22--2017-12-29,us,75ZvA4QfFiZvzhj2xkaWAh
3754,5.0,Bartier Cardi (feat. 21 Savage),Cardi B,5873144.0,2017-12-22--2017-12-29,us,75FDPwaULRdYDn4StFN2rT
3755,6.0,No Limit,G-Eazy,5793420.0,2017-12-22--2017-12-29,us,2DQ1ITjI0YoLFzuADN1ZBW
3756,7.0,Ric Flair Drip (& Metro Boomin),Offset,5619691.0,2017-12-22--2017-12-29,us,7sO5G9EABYOXQKNPNiE9NR
3757,8.0,Him & I (with Halsey),G-Eazy,5329679.0,2017-12-22--2017-12-29,us,5k38wzpLb15YgncyWdTZE4
